"state","lga","pop_2025_projected","currency","full_cost","cost_per_person"
"Osun","Ede North",152774.572380739,"USD",401453.015035978,2.62774759424947
"Osun","Ede South",137593.353390079,"Naira",582605572.81094,4234.25665888995
"Osun","Ede South",137593.353390079,"USD",364128.483006838,2.64641041180622
"Osun","Egbedore",134822.858388781,"Naira",574059057.439059,4257.87632972205
"Osun","Egbedore",134822.858388781,"USD",358786.910899412,2.66117270607628
"Osun","Ejigbo",241534.305984796,"Naira",1008166410.03422,4174.00917821456
"Osun","Ejigbo",241534.305984796,"USD",630104.006271389,2.6087557363841
"Osun","Ife Central",304761.740919004,"Naira",1249735874.13633,4100.69804158413
"Osun","Ife Central",304761.740919004,"USD",781084.921335206,2.56293627599008
"Osun","Ife East",343785.621167538,"Naira",1407609675.51101,4094.44022333046
"Osun","Ife East",343785.621167538,"USD",879756.047194384,2.55902513958154
"Osun","Ife North",279371.61238738,"Naira",1150317120.11476,4117.5161294474
"Osun","Ife North",279371.61238738,"USD",718948.200071728,2.57344758090463
"Osun","Ife South",245134.126792402,"Naira",1022517455.66545,4171.25705443451
"Osun","Ife South",245134.126792402,"USD",639073.409790907,2.60703565902157
"Osun","Ifedayo",68365.6095451664,"Naira",309620257.206048,4528.8890023206
"Osun","Ifedayo",68365.6095451664,"USD",193512.66075378,2.83055562645037
"Osun","Ifelodun",175787.907832303,"Naira",736765266.786409,4191.21699479616
"Osun","Ifelodun",175787.907832303,"USD",460478.291741506,2.6195106217476
"Osun","Ila",113105.458427956,"Naira",489676282.377544,4329.37799097866
"Osun","Ila",113105.458427956,"USD",306047.676485965,2.70586124436166
"Osun","Ilesha East",192141.119116275,"Naira",802761175.269341,4177.97699400068
"Osun","Ilesha East",192141.119116275,"USD",501725.734543338,2.61123562125042
"Osun","Ilesha West",194680.131969438,"Naira",810187724.289451,4161.63537641652
"Osun","Ilesha West",194680.131969438,"USD",506367.327680907,2.60102211026033
"Osun","Irepodun",217975.985003371,"Naira",904255447.612137,4148.41776078293
"Osun","Irepodun",217975.985003371,"USD",565159.654757586,2.59276110048933
"Osun","Irewole",260291.650760025,"Naira",1077448092.71319,4139.3878350195
"Osun","Irewole",260291.650760025,"USD",673405.057945745,2.58711739688719
"Osun","Isokan",186024.157784464,"Naira",778874965.22458,4186.95600883741
"Osun","Isokan",186024.157784464,"USD",486796.853265363,2.61684750552338
"Osun","Iwo",348768.866781713,"Naira",1438954608.57618,4125.81152054719
"Osun","Iwo",348768.866781713,"USD",899346.630360112,2.57863220034199
"Osun","Obokun",212981.803224717,"Naira",890644186.913833,4181.78536113771
"Osun","Obokun",212981.803224717,"USD",556652.616821146,2.61361585071107
"Osun","Odo Otin",240737.788671923,"Naira",1005779572.59498,4177.90484054688
"Osun","Odo Otin",240737.788671923,"USD",628612.232871863,2.6111905253418
"Osun","Ola Oluwa",138938.501620972,"Naira",594963492.748079,4282.20749329193
"Osun","Ola Oluwa",138938.501620972,"USD",371852.182967549,2.67637968330745
"Osun","Olorunda",239955.852911688,"Naira",992380057.013139,4135.67764641427
"Osun","Olorunda",239955.852911688,"USD",620237.535633212,2.58479852900892
"Osun","Oriade",270449.524866755,"Naira",1125635633.24606,4162.09136917745
"Osun","Oriade",270449.524866755,"USD",703522.270778789,2.6013071057359
"Osun","Orolu",187431.27761407,"Naira",779290769.5171,4157.74133024744
"Osun","Orolu",187431.27761407,"USD",487056.730948187,2.59858833140465
"Osun","Osogbo",283441.688267575,"Naira",1174024266.71854,4142.03102547935
"Osun","Osogbo",283441.688267575,"USD",733765.166699088,2.58876939092459
"Oyo","Afijio",247216.827085914,"Naira",1117175971.48273,4519.01266047104
"Oyo","Afijio",247216.827085914,"USD",698234.982176704,2.8243829127944
"Oyo","Akinyele",396139.043771519,"Naira",1776616497.71108,4484.83058068817
"Oyo","Akinyele",396139.043771519,"USD",1110385.31106942,2.80301911293011
"Oyo","Atiba",314661.701037165,"Naira",1411755112.7767,4486.58069324411
"Oyo","Atiba",314661.701037165,"USD",882346.945485434,2.80411293327757
"Oyo","Atigbo",205661.792580815,"Naira",935368083.298411,4548.08874103758
"Oyo","Atigbo",205661.792580815,"USD",584605.052061507,2.84255546314849
"Oyo","Egbeda",530482.679334335,"Naira",2359690662.57943,4448.19549158596
"Oyo","Egbeda",530482.679334335,"USD",1474806.66411214,2.78012218224122
"Oyo","Ibadan Central (Ibadan North East)",619882.391489617,"Naira",2751021465.42006,4437.97324006766
"Oyo","Ibadan Central (Ibadan North East)",619882.391489617,"USD",1719388.41588754,2.77373327504229
"Oyo","Ibadan North",576258.86298557,"Naira",2559164350.40665,4440.99781328783
"Oyo","Ibadan North",576258.86298557,"USD",1599477.71900416,2.77562363330489
"Oyo","Ibadan North West",288072.388936756,"Naira",1293122720.78972,4488.88116477422
"Oyo","Ibadan North West",288072.388936756,"USD",808201.700493573,2.80555072798389
"Oyo","Ibadan South East",498340.60169787,"Naira",2216264637.06659,4447.28892150402
"Oyo","Ibadan South East",498340.60169787,"USD",1385165.39816662,2.77955557594001
"Oyo","Ibadan South West",529463.39431677,"Naira",2353929313.11641,4445.87735126424
"Oyo","Ibadan South West",529463.39431677,"USD",1471205.82069776,2.77867334454015
"Oyo","Ibarapa Central",193089.9872816,"Naira",874868691.760227,4530.88585315576
"Oyo","Ibarapa Central",193089.9872816,"USD",546792.932350142,2.83180365822235
"Oyo","Ibarapa East",219159.370510663,"Naira",993921816.847815,4535.15546486504
"Oyo","Ibarapa East",219159.370510663,"USD",621201.135529884,2.83447216554065
"Oyo","Ibarapa North",187572.756452578,"Naira",850230526.521659,4532.80392420215
"Oyo","Ibarapa North",187572.756452578,"USD",531394.079076037,2.83300245262634
"Oyo","Ido",194668.476373022,"Naira",885772100.732887,4550.15684735508
"Oyo","Ido",194668.476373022,"USD",553607.562958054,2.84384802959693
"Oyo","Irepo",226748.835834111,"Naira",1025127897.99836,4520.98417276259
"Oyo","Irepo",226748.835834111,"USD",640704.936248974,2.82561510797662
"Oyo","Iseyin",478070.856706365,"Naira",2128384449.35448,4452.0271827859
"Oyo","Iseyin",478070.856706365,"USD",1330240.28084655,2.78251698924118
"Oyo","Itesiwaju",238252.729674557,"Naira",1075458710.37613,4513.94077140338
"Oyo","Itesiwaju",238252.729674557,"USD",672161.693985082,2.82121298212712
"Oyo","Iwajowa",192349.369177094,"Naira",877624421.351252,4562.65817302074
"Oyo","Iwajowa",192349.369177094,"USD",548515.263344532,2.85166135813796
"Oyo","Kajola",375037.038536314,"Naira",1674602051.0596,4465.16444774413
"Oyo","Kajola",375037.038536314,"USD",1046626.28191225,2.79072777984008
"Oyo","Lagelu",277045.408269667,"Naira",1254963567.33846,4529.81182823618
"Oyo","Lagelu",277045.408269667,"USD",784352.229586537,2.83113239264761
"Oyo","Ogbomosho North",371915.595060504,"Naira",1725339680.34717,4639.06247348001
"Oyo","Ogbomosho North",371915.595060504,"USD",1078337.30021698,2.899414045925
"Oyo","Ogbomosho South",187733.597758102,"Naira",853932233.085223,4548.63830067077
"Oyo","Ogbomosho South",187733.597758102,"USD",533707.645678265,2.84289893791923
"Oyo","Ogo Oluwa",121936.412064602,"Naira",570559254.797077,4679.15403722716
"Oyo","Ogo Oluwa",121936.412064602,"USD",356599.534248173,2.92447127326698
"Oyo","Olorunsogo",152124.080814177,"Naira",724965137.491554,4765.61720939577
"Oyo","Olorunsogo",152124.080814177,"USD",453103.210932222,2.97851075587236
"Oyo","Oluyole",380522.475153778,"Naira",1705899325.47369,4483.0448576902
"Oyo","Oluyole",380522.475153778,"USD",1066187.07842106,2.80190303605638
"Oyo","Ona Ara",496683.562201425,"Naira",2213814445.73354,4457.19289746848
"Oyo","Ona Ara",496683.562201425,"USD",1383634.02858346,2.7857455609178
"Oyo","Orelope",194513.245810713,"Naira",882094941.793632,4534.88366880694
"Oyo","Orelope",194513.245810713,"USD",551309.33862102,2.83430229300434
"Oyo","Ori Ire",279429.974136447,"Naira",1259111401.19021,4505.99977715841
"Oyo","Ori Ire",279429.974136447,"USD",786944.625743881,2.81624986072401
"Oyo","Oyo East",232088.393127961,"Naira",1051487061.80043,4530.54565818247
"Oyo","Oyo East",232088.393127961,"USD",657179.413625269,2.83159103636404
"Oyo","Oyo West",255208.395673172,"Naira",1149641631.04218,4504.71712738812
"Oyo","Oyo West",255208.395673172,"USD",718526.019401364,2.81544820461757
"Oyo","Saki East",203776.582860254,"Naira",961256440.584253,4717.20757651267
"Oyo","Saki East",203776.582860254,"USD",600785.275365158,2.94825473532042
"Oyo","Saki West",511078.859045826,"Naira",2369926974.77715,4637.10625636473
"Oyo","Saki West",511078.859045826,"USD",1481204.35923572,2.89819141022796
"Oyo","Surulere",262468.697394617,"Naira",1189900612.89985,4533.49532615257
"Oyo","Surulere",262468.697394617,"USD",743687.883062406,2.83343457884536
